0	0
0.001	-9.11001e-42
0.002	-1.77599e-41
0.003	-2.59563e-41
0.004	-3.37055e-41
0.005	-4.10136e-41
0.006	-4.78862e-41
0.007	-5.43284e-41
0.008	-6.03453e-41
0.009	-6.59414e-41
0.01	-7.11209e-41
0.011	-7.58878e-41
0.012	-8.02456e-41
0.013	-8.41975e-41
0.014	-8.77464e-41
0.015	-9.08948e-41
0.016	-9.36449e-41
0.017	-9.59986e-41
0.018	-9.79574e-41
0.019	-9.95226e-41
0.02	-1.00695e-40
0.021	-1.01475e-40
0.022	-1.01863e-40
0.023	-1.01859e-40
0.024	-1.01462e-40
0.025	-1.00671e-40
0.026	-9.94861e-41
0.027	-9.7905e-41
0.028	-9.59259e-41
0.029	-9.35468e-41
0.03	-9.07652e-41
0.031	-8.75783e-41
0.032	-8.39828e-41
0.033	-7.99755e-41
0.034	-7.55523e-41
0.035	-7.07091e-41
0.036	-6.54415e-41
0.037	-5.97444e-41
0.038	-5.36128e-41
0.039	-4.70411e-41
0.04	-4.00232e-41
0.041	-3.25531e-41
0.042	-2.4624e-41
0.043	-1.62289e-41
0.044	-7.36048e-42
0.045	1.98894e-42
0.046	1.18275e-41
0.047	2.21636e-41
0.048	3.30061e-41
0.049	4.43642e-41
0.05	5.62476e-41
0.051	6.86661e-41
0.052	8.16302e-41
0.053	9.51506e-41
0.054	1.09238e-40
0.055	1.23905e-40
0.056	1.39163e-40
0.057	1.55025e-40
0.058	1.71502e-40
0.059	1.88609e-40
0.06	2.06359e-40
0.061	2.24766e-40
0.062	2.43845e-40
0.063	2.6361e-40
0.064	2.84077e-40
0.065	3.05262e-40
0.066	3.27181e-40
0.067	3.49851e-40
0.068	3.73289e-40
0.069	3.97513e-40
0.07	4.22541e-40
0.071	4.48392e-40
0.072	4.75084e-40
0.073	5.02639e-40
0.074	5.31075e-40
0.075	5.60413e-40
0.076	5.90676e-40
0.077	6.21884e-40
0.078	6.5406e-40
0.079	6.87227e-40
0.08	7.21409e-40
0.081	7.56395e-40
0.082	7.91976e-40
0.083	8.28178e-40
0.084	8.65025e-40
0.085	9.02542e-40
0.086	9.40754e-40
0.087	9.79688e-40
0.088	1.01937e-39
0.089	1.05982e-39
0.09	1.10108e-39
0.091	1.14316e-39
0.092	1.18609e-39
0.093	1.2299e-39
0.094	1.27463e-39
0.095	1.32029e-39
0.096	1.36691e-39
0.097	1.41453e-39
0.098	1.46317e-39
0.099	1.51286e-39
0.1	1.56364e-39
0.101	1.61553e-39
0.102	1.66856e-39
0.103	1.72277e-39
0.104	1.77818e-39
0.105	1.83483e-39
0.106	1.89275e-39
0.107	1.95197e-39
0.108	2.01253e-39
0.109	2.07446e-39
0.11	2.13779e-39
0.111	2.20256e-39
0.112	2.26881e-39
0.113	2.33657e-39
0.114	2.40587e-39
0.115	2.47676e-39
0.116	2.54927e-39
0.117	2.62344e-39
0.118	2.69931e-39
0.119	2.77691e-39
0.12	2.85629e-39
0.121	2.93702e-39
0.122	3.01868e-39
0.123	3.10129e-39
0.124	3.18492e-39
0.125	3.26959e-39
0.126	3.35534e-39
0.127	3.44222e-39
0.128	3.53027e-39
0.129	3.61953e-39
0.13	3.71004e-39
0.131	3.80183e-39
0.132	3.89495e-39
0.133	3.98944e-39
0.134	4.08535e-39
0.135	4.1827e-39
0.136	4.28154e-39
0.137	4.38192e-39
0.138	4.48387e-39
0.139	4.58744e-39
0.14	4.69266e-39
0.141	4.79982e-39
0.142	4.90918e-39
0.143	5.02078e-39
0.144	5.13468e-39
0.145	5.25092e-39
0.146	5.36953e-39
0.147	5.49057e-39
0.148	5.61407e-39
0.149	5.74009e-39
0.15	5.86866e-39
0.151	5.99984e-39
0.152	6.13368e-39
0.153	6.27021e-39
0.154	6.4095e-39
0.155	6.55159e-39
0.156	6.69652e-39
0.157	6.84436e-39
0.158	6.99515e-39
0.159	7.14894e-39
0.16	7.30578e-39
0.161	7.4655e-39
0.162	7.62792e-39
0.163	7.79309e-39
0.164	7.96107e-39
0.165	8.1319e-39
0.166	8.30566e-39
0.167	8.48238e-39
0.168	8.66213e-39
0.169	8.84497e-39
0.17	9.03096e-39
0.171	9.22014e-39
0.172	9.41259e-39
0.173	9.60835e-39
0.174	9.80749e-39
0.175	1.00101e-38
0.176	1.02162e-38
0.177	1.04258e-38
0.178	1.06391e-38
0.179	1.0856e-38
0.18	1.10767e-38
0.181	1.13014e-38
0.182	1.15305e-38
0.183	1.1764e-38
0.184	1.2002e-38
0.185	1.22445e-38
0.186	1.24916e-38
0.187	1.27434e-38
0.188	1.29999e-38
0.189	1.32613e-38
0.19	1.35275e-38
0.191	1.37987e-38
0.192	1.4075e-38
0.193	1.43564e-38
0.194	1.4643e-38
0.195	1.49348e-38
0.196	1.5232e-38
0.197	1.55346e-38
0.198	1.58428e-38
0.199	1.61565e-38
0.2	1.6476e-38
0.201	1.68012e-38
